f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,state
2.42E+07,2.43E+07,2.42E+07,2.47E+07,2.41E+07,2.44E+07,2.42E+07,2.43E+07,2.42E+07,2.42E+07,2.43E+07,2.41E+07,2.40E+07,2.42E+07,1.00E+00
2.42E+07,2.44E+07,2.43E+07,2.47E+07,2.42E+07,2.45E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,1.00E+00
2.42E+07,2.44E+07,2.41E+07,2.46E+07,2.41E+07,2.45E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,1.00E+00
2.42E+07,2.43E+07,2.42E+07,2.46E+07,2.42E+07,2.45E+07,2.42E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,1.00E+00
2.41E+07,2.43E+07,2.39E+07,2.46E+07,2.41E+07,2.45E+07,2.41E+07,2.43E+07,2.41E+07,2.41E+07,2.43E+07,2.41E+07,2.40E+07,2.42E+07,1.00E+00
2.41E+07,2.44E+07,2.40E+07,2.45E+07,2.41E+07,2.44E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,1.00E+00
2.42E+07,2.45E+07,2.40E+07,2.45E+07,2.41E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.38E+07,2.44E+07,2.41E+07,2.44E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.40E+07,2.40E+07,2.41E+07,1.00E+00
2.41E+07,2.43E+07,2.43E+07,2.43E+07,2.42E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,2.40E+07,2.40E+07,2.41E+07,1.00E+00
2.41E+07,2.45E+07,2.41E+07,2.44E+07,2.42E+07,2.46E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.43E+07,2.45E+07,2.39E+07,2.44E+07,2.41E+07,2.46E+07,2.42E+07,2.43E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.43E+07,2.43E+07,2.42E+07,2.43E+07,2.41E+07,2.44E+07,2.42E+07,2.43E+07,2.43E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,1.00E+00
2.42E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.45E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.42E+07,1.00E+00
2.42E+07,2.45E+07,2.43E+07,2.42E+07,2.42E+07,2.46E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.42E+07,2.44E+07,2.40E+07,2.41E+07,2.41E+07,2.45E+07,2.41E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,1.00E+00
2.42E+07,2.44E+07,2.40E+07,2.41E+07,2.41E+07,2.44E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,1.00E+00
2.42E+07,2.45E+07,2.41E+07,2.41E+07,2.41E+07,2.45E+07,2.41E+07,2.43E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.38E+07,2.41E+07,2.40E+07,2.45E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,2.40E+07,2.41E+07,1.00E+00
2.41E+07,2.43E+07,2.42E+07,2.40E+07,2.41E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,2.40E+07,2.40E+07,2.40E+07,1.00E+00
2.41E+07,2.44E+07,2.41E+07,2.41E+07,2.42E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.40E+07,1.00E+00
2.41E+07,2.45E+07,2.40E+07,2.41E+07,2.41E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.43E+07,2.41E+07,2.42E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.40E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.42E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.41E+07,2.44E+07,2.40E+07,2.42E+07,2.42E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.41E+07,2.44E+07,2.39E+07,2.40E+07,2.41E+07,2.44E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.41E+07,2.44E+07,2.42E+07,2.41E+07,2.41E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.40E+07,1.00E+00
2.42E+07,2.45E+07,2.38E+07,2.43E+07,2.40E+07,2.44E+07,2.40E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,1.00E+00
2.43E+07,2.45E+07,2.41E+07,2.43E+07,2.41E+07,2.45E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.43E+07,2.44E+07,2.43E+07,2.43E+07,2.42E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.43E+07,2.45E+07,2.42E+07,2.44E+07,2.41E+07,2.44E+07,2.41E+07,2.43E+07,2.42E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,1.00E+00
2.43E+07,2.45E+07,2.42E+07,2.45E+07,2.42E+07,2.45E+07,2.42E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.43E+07,2.44E+07,2.39E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.40E+07,2.43E+07,2.42E+07,1.00E+00
2.43E+07,2.44E+07,2.43E+07,2.45E+07,2.42E+07,2.43E+07,2.41E+07,2.41E+07,2.40E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.43E+07,2.45E+07,2.43E+07,2.47E+07,2.41E+07,2.44E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.42E+07,2.41E+07,2.44E+07,2.42E+07,1.00E+00
2.43E+07,2.45E+07,2.39E+07,2.47E+07,2.40E+07,2.44E+07,2.40E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.41E+07,1.00E+00
2.42E+07,2.44E+07,2.41E+07,2.46E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.41E+07,2.43E+07,2.39E+07,2.46E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.44E+07,2.41E+07,1.00E+00
2.42E+07,2.43E+07,2.40E+07,2.46E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.44E+07,2.41E+07,1.00E+00
2.42E+07,2.44E+07,2.42E+07,2.46E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,2.41E+07,2.45E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.41E+07,2.46E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.41E+07,2.41E+07,2.45E+07,2.41E+07,1.00E+00
2.41E+07,2.44E+07,2.43E+07,2.47E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.46E+07,2.41E+07,1.00E+00
2.40E+07,2.44E+07,2.42E+07,2.48E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.46E+07,2.41E+07,1.00E+00
2.40E+07,2.44E+07,2.43E+07,2.47E+07,2.42E+07,2.42E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,2.41E+07,2.41E+07,2.46E+07,2.41E+07,1.00E+00
2.39E+07,2.44E+07,2.42E+07,2.46E+07,2.42E+07,2.43E+07,2.40E+07,2.40E+07,2.40E+07,2.41E+07,2.40E+07,2.40E+07,2.47E+07,2.40E+07,1.00E+00
2.38E+07,2.43E+07,2.38E+07,2.46E+07,2.41E+07,2.43E+07,2.39E+07,2.41E+07,2.40E+07,2.42E+07,2.40E+07,2.40E+07,2.47E+07,2.40E+07,1.00E+00
2.38E+07,2.43E+07,2.43E+07,2.45E+07,2.41E+07,2.43E+07,2.40E+07,2.41E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.47E+07,2.40E+07,1.00E+00
2.39E+07,2.44E+07,2.41E+07,2.45E+07,2.41E+07,2.42E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,2.40E+07,2.40E+07,2.48E+07,2.39E+07,1.00E+00
2.39E+07,2.45E+07,2.40E+07,2.46E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,2.41E+07,2.49E+07,2.40E+07,1.00E+00
2.38E+07,2.45E+07,2.41E+07,2.45E+07,2.41E+07,2.44E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,2.49E+07,2.40E+07,1.00E+00
2.38E+07,2.45E+07,2.40E+07,2.44E+07,2.41E+07,2.43E+07,2.40E+07,2.41E+07,2.39E+07,2.41E+07,2.40E+07,2.39E+07,2.49E+07,2.39E+07,1.00E+00
2.38E+07,2.45E+07,2.43E+07,2.45E+07,2.42E+07,2.41E+07,2.40E+07,2.40E+07,2.39E+07,2.41E+07,2.40E+07,2.39E+07,2.49E+07,2.39E+07,1.00E+00
2.37E+07,2.44E+07,2.38E+07,2.45E+07,2.40E+07,2.41E+07,2.38E+07,2.41E+07,2.39E+07,2.41E+07,2.40E+07,2.38E+07,2.49E+07,2.38E+07,1.00E+00
2.36E+07,2.44E+07,2.35E+07,2.45E+07,2.40E+07,2.42E+07,2.38E+07,2.41E+07,2.39E+07,2.41E+07,2.39E+07,2.38E+07,2.48E+07,2.38E+07,1.00E+00
2.37E+07,2.44E+07,2.40E+07,2.44E+07,2.41E+07,2.43E+07,2.39E+07,2.41E+07,2.40E+07,2.42E+07,2.39E+07,2.40E+07,2.49E+07,2.39E+07,1.00E+00
2.37E+07,2.43E+07,2.41E+07,2.44E+07,2.41E+07,2.43E+07,2.40E+07,2.41E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.49E+07,2.39E+07,1.00E+00
2.38E+07,2.42E+07,2.45E+07,2.43E+07,2.42E+07,2.43E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.48E+07,2.39E+07,1.00E+00
2.37E+07,2.44E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.39E+07,2.40E+07,2.48E+07,2.39E+07,1.00E+00
2.36E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.43E+07,2.39E+07,2.41E+07,2.40E+07,2.42E+07,2.38E+07,2.39E+07,2.48E+07,2.39E+07,1.00E+00
2.37E+07,2.38E+07,2.42E+07,2.43E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.39E+07,2.42E+07,2.38E+07,2.40E+07,2.44E+07,2.39E+07,1.00E+00
2.37E+07,2.40E+07,2.42E+07,2.45E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.39E+07,2.41E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.38E+07,2.42E+07,2.44E+07,2.45E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.44E+07,2.40E+07,1.00E+00
2.37E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.39E+07,2.42E+07,2.40E+07,2.42E+07,2.39E+07,2.40E+07,2.44E+07,2.39E+07,1.00E+00
2.38E+07,2.41E+07,2.40E+07,2.44E+07,2.41E+07,2.41E+07,2.39E+07,2.42E+07,2.40E+07,2.42E+07,2.40E+07,2.40E+07,2.44E+07,2.39E+07,1.00E+00
2.38E+07,2.42E+07,2.44E+07,2.46E+07,2.42E+07,2.43E+07,2.41E+07,2.43E+07,2.39E+07,2.41E+07,2.41E+07,2.41E+07,2.46E+07,2.40E+07,1.00E+00
2.37E+07,2.42E+07,2.39E+07,2.44E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.39E+07,2.42E+07,2.39E+07,2.40E+07,2.45E+07,2.39E+07,1.00E+00
2.37E+07,2.40E+07,2.39E+07,2.43E+07,2.41E+07,2.40E+07,2.39E+07,2.41E+07,2.39E+07,2.42E+07,2.38E+07,2.39E+07,2.44E+07,2.38E+07,1.00E+00
2.37E+07,2.41E+07,2.40E+07,2.44E+07,2.41E+07,2.41E+07,2.39E+07,2.42E+07,2.38E+07,2.41E+07,2.39E+07,2.39E+07,2.45E+07,2.38E+07,1.00E+00
2.37E+07,2.41E+07,2.39E+07,2.44E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.38E+07,2.42E+07,2.39E+07,2.40E+07,2.45E+07,2.39E+07,1.00E+00
2.37E+07,2.40E+07,2.42E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.41E+07,2.38E+07,2.42E+07,2.39E+07,2.40E+07,2.44E+07,2.39E+07,1.00E+00
2.36E+07,2.41E+07,2.39E+07,2.42E+07,2.41E+07,2.41E+07,2.39E+07,2.40E+07,2.38E+07,2.41E+07,2.39E+07,2.39E+07,2.44E+07,2.38E+07,1.00E+00
2.37E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.39E+07,2.41E+07,2.37E+07,2.42E+07,2.38E+07,2.40E+07,2.44E+07,2.38E+07,1.00E+00
2.38E+07,2.41E+07,2.43E+07,2.42E+07,2.42E+07,2.41E+07,2.39E+07,2.42E+07,2.37E+07,2.42E+07,2.38E+07,2.40E+07,2.43E+07,2.38E+07,1.00E+00
2.37E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.41E+07,2.38E+07,2.42E+07,2.39E+07,2.39E+07,2.44E+07,2.38E+07,1.00E+00
2.37E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.38E+07,2.40E+07,2.45E+07,2.38E+07,1.00E+00
2.37E+07,2.39E+07,2.40E+07,2.41E+07,2.41E+07,2.40E+07,2.38E+07,2.40E+07,2.36E+07,2.42E+07,2.38E+07,2.39E+07,2.43E+07,2.37E+07,1.00E+00
2.36E+07,2.38E+07,2.39E+07,2.40E+07,2.41E+07,2.38E+07,2.38E+07,2.40E+07,2.35E+07,2.42E+07,2.37E+07,2.38E+07,2.42E+07,2.37E+07,1.00E+00
2.37E+07,2.40E+07,2.41E+07,2.42E+07,2.42E+07,2.39E+07,2.38E+07,2.41E+07,2.36E+07,2.42E+07,2.38E+07,2.40E+07,2.44E+07,2.38E+07,1.00E+00
2.38E+07,2.41E+07,2.40E+07,2.43E+07,2.40E+07,2.41E+07,2.38E+07,2.41E+07,2.37E+07,2.42E+07,2.38E+07,2.40E+07,2.45E+07,2.38E+07,1.00E+00
2.37E+07,2.39E+07,2.42E+07,2.42E+07,2.41E+07,2.40E+07,2.38E+07,2.39E+07,2.36E+07,2.42E+07,2.37E+07,2.39E+07,2.43E+07,2.37E+07,1.00E+00
2.35E+07,2.38E+07,2.40E+07,2.41E+07,2.41E+07,2.39E+07,2.38E+07,2.38E+07,2.36E+07,2.42E+07,2.36E+07,2.38E+07,2.43E+07,2.36E+07,1.00E+00
2.36E+07,2.39E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.38E+07,2.39E+07,2.35E+07,2.41E+07,2.37E+07,2.38E+07,2.44E+07,2.36E+07,1.00E+00
2.36E+07,2.40E+07,2.43E+07,2.41E+07,2.42E+07,2.39E+07,2.38E+07,2.39E+07,2.35E+07,2.41E+07,2.37E+07,2.39E+07,2.43E+07,2.36E+07,1.00E+00
2.35E+07,2.39E+07,2.41E+07,2.41E+07,2.41E+07,2.39E+07,2.37E+07,2.39E+07,2.35E+07,2.41E+07,2.36E+07,2.38E+07,2.42E+07,2.35E+07,1.00E+00
2.35E+07,2.39E+07,2.42E+07,2.40E+07,2.42E+07,2.39E+07,2.38E+07,2.39E+07,2.35E+07,2.41E+07,2.36E+07,2.38E+07,2.43E+07,2.35E+07,1.00E+00
2.35E+07,2.39E+07,2.39E+07,2.39E+07,2.41E+07,2.38E+07,2.37E+07,2.39E+07,2.35E+07,2.42E+07,2.36E+07,2.38E+07,2.44E+07,2.35E+07,1.00E+00
2.35E+07,2.39E+07,2.40E+07,2.39E+07,2.41E+07,2.37E+07,2.37E+07,2.39E+07,2.35E+07,2.42E+07,2.36E+07,2.39E+07,2.44E+07,2.36E+07,1.00E+00
2.35E+07,2.38E+07,2.42E+07,2.39E+07,2.41E+07,2.38E+07,2.38E+07,2.39E+07,2.35E+07,2.41E+07,2.36E+07,2.39E+07,2.44E+07,2.36E+07,1.00E+00
2.34E+07,2.38E+07,2.38E+07,2.38E+07,2.41E+07,2.39E+07,2.37E+07,2.38E+07,2.34E+07,2.41E+07,2.36E+07,2.38E+07,2.44E+07,2.35E+07,1.00E+00
2.35E+07,2.38E+07,2.39E+07,2.37E+07,2.41E+07,2.38E+07,2.37E+07,2.38E+07,2.33E+07,2.42E+07,2.35E+07,2.38E+07,2.44E+07,2.35E+07,1.00E+00
2.36E+07,2.38E+07,2.40E+07,2.36E+07,2.41E+07,2.37E+07,2.37E+07,2.38E+07,2.34E+07,2.41E+07,2.35E+07,2.37E+07,2.45E+07,2.34E+07,1.00E+00
2.36E+07,2.37E+07,2.41E+07,2.34E+07,2.41E+07,2.37E+07,2.37E+07,2.38E+07,2.35E+07,2.41E+07,2.35E+07,2.37E+07,2.45E+07,2.35E+07,1.00E+00
2.37E+07,2.39E+07,2.42E+07,2.35E+07,2.42E+07,2.38E+07,2.38E+07,2.38E+07,2.34E+07,2.42E+07,2.35E+07,2.38E+07,2.45E+07,2.35E+07,1.00E+00
2.38E+07,2.39E+07,2.39E+07,2.36E+07,2.41E+07,2.39E+07,2.38E+07,2.38E+07,2.34E+07,2.41E+07,2.36E+07,2.38E+07,2.45E+07,2.35E+07,1.00E+00
2.38E+07,2.37E+07,2.44E+07,2.34E+07,2.42E+07,2.36E+07,2.37E+07,2.37E+07,2.33E+07,2.41E+07,2.35E+07,2.37E+07,2.45E+07,2.33E+07,1.00E+00
2.37E+07,2.37E+07,2.43E+07,2.33E+07,2.41E+07,2.35E+07,2.36E+07,2.37E+07,2.33E+07,2.42E+07,2.35E+07,2.37E+07,2.45E+07,2.34E+07,1.00E+00
2.38E+07,2.38E+07,2.39E+07,2.33E+07,2.41E+07,2.37E+07,2.36E+07,2.38E+07,2.33E+07,2.42E+07,2.35E+07,2.37E+07,2.46E+07,2.34E+07,1.00E+00
2.38E+07,2.37E+07,2.40E+07,2.33E+07,2.41E+07,2.37E+07,2.37E+07,2.37E+07,2.33E+07,2.42E+07,2.35E+07,2.37E+07,2.46E+07,2.33E+07,1.00E+00
2.37E+07,2.36E+07,2.39E+07,2.32E+07,2.40E+07,2.35E+07,2.36E+07,2.37E+07,2.33E+07,2.42E+07,2.34E+07,2.37E+07,2.46E+07,2.33E+07,1.00E+00
2.38E+07,2.37E+07,2.40E+07,2.32E+07,2.41E+07,2.36E+07,2.37E+07,2.37E+07,2.32E+07,2.42E+07,2.35E+07,2.38E+07,2.45E+07,2.34E+07,1.00E+00
2.38E+07,2.36E+07,2.40E+07,2.30E+07,2.41E+07,2.37E+07,2.37E+07,2.36E+07,2.32E+07,2.42E+07,2.34E+07,2.37E+07,2.44E+07,2.33E+07,1.00E+00
2.37E+07,2.35E+07,2.40E+07,2.30E+07,2.41E+07,2.36E+07,2.36E+07,2.36E+07,2.33E+07,2.41E+07,2.34E+07,2.37E+07,2.46E+07,2.33E+07,1.00E+00
2.37E+07,2.35E+07,2.42E+07,2.31E+07,2.42E+07,2.36E+07,2.37E+07,2.37E+07,2.33E+07,2.41E+07,2.33E+07,2.37E+07,2.46E+07,2.33E+07,1.00E+00
2.37E+07,2.35E+07,2.39E+07,2.31E+07,2.41E+07,2.35E+07,2.36E+07,2.35E+07,2.31E+07,2.41E+07,2.33E+07,2.36E+07,2.43E+07,2.32E+07,1.00E+00
2.37E+07,2.36E+07,2.41E+07,2.30E+07,2.42E+07,2.34E+07,2.36E+07,2.35E+07,2.30E+07,2.42E+07,2.33E+07,2.36E+07,2.42E+07,2.31E+07,1.00E+00
2.38E+07,2.35E+07,2.41E+07,2.32E+07,2.42E+07,2.35E+07,2.36E+07,2.36E+07,2.32E+07,2.42E+07,2.33E+07,2.36E+07,2.43E+07,2.31E+07,1.00E+00
2.37E+07,2.34E+07,2.39E+07,2.32E+07,2.41E+07,2.36E+07,2.35E+07,2.36E+07,2.32E+07,2.41E+07,2.33E+07,2.36E+07,2.43E+07,2.31E+07,1.00E+00
2.37E+07,2.34E+07,2.42E+07,2.29E+07,2.42E+07,2.34E+07,2.35E+07,2.35E+07,2.30E+07,2.41E+07,2.31E+07,2.36E+07,2.42E+07,2.30E+07,1.00E+00
2.37E+07,2.34E+07,2.39E+07,2.29E+07,2.41E+07,2.33E+07,2.34E+07,2.35E+07,2.30E+07,2.41E+07,2.31E+07,2.35E+07,2.41E+07,2.29E+07,1.00E+00
2.38E+07,2.34E+07,2.38E+07,2.30E+07,2.41E+07,2.33E+07,2.35E+07,2.35E+07,2.30E+07,2.42E+07,2.32E+07,2.35E+07,2.41E+07,2.30E+07,1.00E+00
2.38E+07,2.33E+07,2.38E+07,2.30E+07,2.41E+07,2.34E+07,2.35E+07,2.35E+07,2.30E+07,2.42E+07,2.32E+07,2.36E+07,2.40E+07,2.31E+07,1.00E+00
2.37E+07,2.34E+07,2.39E+07,2.30E+07,2.41E+07,2.34E+07,2.35E+07,2.34E+07,2.30E+07,2.41E+07,2.32E+07,2.36E+07,2.40E+07,2.31E+07,1.00E+00
2.38E+07,2.34E+07,2.44E+07,2.30E+07,2.42E+07,2.33E+07,2.36E+07,2.34E+07,2.30E+07,2.41E+07,2.32E+07,2.35E+07,2.40E+07,2.30E+07,1.00E+00
2.38E+07,2.34E+07,2.40E+07,2.30E+07,2.41E+07,2.32E+07,2.35E+07,2.33E+07,2.30E+07,2.42E+07,2.31E+07,2.34E+07,2.40E+07,2.29E+07,1.00E+00
2.38E+07,2.34E+07,2.39E+07,2.31E+07,2.41E+07,2.32E+07,2.35E+07,2.34E+07,2.29E+07,2.42E+07,2.30E+07,2.35E+07,2.39E+07,2.30E+07,1.00E+00
2.39E+07,2.34E+07,2.41E+07,2.33E+07,2.42E+07,2.32E+07,2.36E+07,2.35E+07,2.30E+07,2.42E+07,2.31E+07,2.36E+07,2.39E+07,2.30E+07,1.00E+00
2.39E+07,2.34E+07,2.41E+07,2.33E+07,2.41E+07,2.32E+07,2.35E+07,2.34E+07,2.30E+07,2.42E+07,2.32E+07,2.35E+07,2.40E+07,2.31E+07,1.00E+00
2.40E+07,2.35E+07,2.43E+07,2.33E+07,2.42E+07,2.33E+07,2.36E+07,2.35E+07,2.30E+07,2.42E+07,2.32E+07,2.36E+07,2.39E+07,2.31E+07,1.00E+00
2.41E+07,2.36E+07,2.40E+07,2.34E+07,2.41E+07,2.34E+07,2.35E+07,2.36E+07,2.31E+07,2.41E+07,2.32E+07,2.37E+07,2.40E+07,2.31E+07,1.00E+00
2.43E+07,2.35E+07,2.40E+07,2.35E+07,2.41E+07,2.34E+07,2.36E+07,2.35E+07,2.32E+07,2.41E+07,2.33E+07,2.36E+07,2.41E+07,2.32E+07,1.00E+00
2.42E+07,2.35E+07,2.41E+07,2.35E+07,2.41E+07,2.35E+07,2.37E+07,2.35E+07,2.32E+07,2.42E+07,2.33E+07,2.37E+07,2.41E+07,2.33E+07,1.00E+00
2.43E+07,2.38E+07,2.38E+07,2.37E+07,2.41E+07,2.37E+07,2.37E+07,2.37E+07,2.33E+07,2.42E+07,2.34E+07,2.38E+07,2.43E+07,2.34E+07,1.00E+00
2.45E+07,2.40E+07,2.42E+07,2.39E+07,2.41E+07,2.38E+07,2.38E+07,2.38E+07,2.35E+07,2.42E+07,2.35E+07,2.39E+07,2.44E+07,2.35E+07,1.00E+00
2.45E+07,2.39E+07,2.42E+07,2.39E+07,2.41E+07,2.37E+07,2.38E+07,2.38E+07,2.34E+07,2.42E+07,2.35E+07,2.39E+07,2.44E+07,2.35E+07,1.00E+00
2.45E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.38E+07,2.39E+07,2.39E+07,2.35E+07,2.42E+07,2.35E+07,2.39E+07,2.45E+07,2.36E+07,1.00E+00
2.47E+07,2.41E+07,2.44E+07,2.40E+07,2.42E+07,2.40E+07,2.40E+07,2.40E+07,2.37E+07,2.42E+07,2.37E+07,2.41E+07,2.45E+07,2.37E+07,1.00E+00
2.47E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.39E+07,2.39E+07,2.40E+07,2.37E+07,2.42E+07,2.37E+07,2.40E+07,2.44E+07,2.37E+07,1.00E+00
2.47E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.38E+07,2.40E+07,2.40E+07,2.37E+07,2.42E+07,2.36E+07,2.40E+07,2.45E+07,2.37E+07,1.00E+00
2.48E+07,2.42E+07,2.41E+07,2.44E+07,2.41E+07,2.40E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.37E+07,2.41E+07,2.45E+07,2.38E+07,1.00E+00
2.48E+07,2.43E+07,2.40E+07,2.45E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.38E+07,2.41E+07,2.44E+07,2.39E+07,1.00E+00
2.48E+07,2.43E+07,2.42E+07,2.45E+07,2.41E+07,2.40E+07,2.40E+07,2.40E+07,2.37E+07,2.42E+07,2.38E+07,2.41E+07,2.43E+07,2.39E+07,1.00E+00
2.47E+07,2.43E+07,2.39E+07,2.44E+07,2.40E+07,2.40E+07,2.40E+07,2.40E+07,2.38E+07,2.41E+07,2.38E+07,2.41E+07,2.41E+07,2.39E+07,1.00E+00
